id,hour,temperature,humidity,pressure
572,16:46,10.12,91.34,1007.59
573,11:47,39.97,61.18,959.94
574,15:27,58.94,91.16,910.32
575,14:30,39.58,76.77,883.71
576,21:39,28.29,20.16,977.05
577,15:54,37.8,23.58,969.54
578,21:08,8.78,13.26,884.43
579,17:21,50.65,26.88,973.61
580,20:45,6.72,15.82,980.98
581,15:46,49.04,31.91,956.85
582,12:11,27.16,87.43,940.56
583,20:27,46.57,58.28,951.79
584,13:38,38.04,77.2,919.02
585,12:51,20.29,35.29,919.04
586,14:14,11.7,91.78,914.99
587,22:59,28.61,60.63,1011.17
588,20:27,20.71,18.46,961.75
589,18:29,16.87,54.88,968.65
590,16:20,54.66,78.83,965.11
591,11:06,50.28,5.38,957.63
592,10:46,59.55,86.77,982.5
593,10:28,4.7,59.24,983.39
594,16:23,15.29,19.05,949.16
595,12:20,8.15,13.16,992.74
596,15:29,59.85,6.71,958.2
597,21:56,57.25,53.82,953.19
598,22:27,34.6,52.01,900.05
599,11:57,47.46,49.37,956.23
600,16:08,52.2,90.74,920.7
601,20:05,29.51,1.68,924.13
602,10:08,9.51,96.94,929.88
603,10:42,59.02,28.68,882.28
604,14:59,26.41,29.05,897.04
605,10:32,4.27,99.39,953.94
606,15:54,40.95,35.37,990.68
607,19:37,12.22,6.27,1005.08
608,18:44,11.42,61.24,891.69
609,21:14,49.58,46.96,943.38
610,18:14,22.67,30.77,952.2
611,21:40,39.58,75.12,931.4
612,19:39,12.55,8.16,975.92
613,11:52,33.14,39.38,996.27
614,19:08,37.36,89.48,957.25
615,22:08,33.51,35.85,885.63
616,16:10,3.86,10.14,872.49
617,11:33,8.92,81.47,968.06
618,14:13,45.04,69.43,883.42
619,22:42,26.56,76.64,974.26
620,19:18,53.37,12.62,1008.05
621,13:56,1.97,73.79,885.93
622,17:30,12.01,9.73,939.91
623,20:47,32.58,34.1,959.64
624,16:59,13.8,97.37,935.89
625,14:15,7.46,55.95,943.61
626,15:38,24.97,58.47,1010.36
627,13:04,33.62,89.08,894.21
628,19:46,2.08,10.2,880.12
629,12:53,6.0,86.71,884.69
630,11:34,46.55,91.22,909.59
631,14:30,51.34,19.87,996.02
632,22:33,39.46,44.77,917.49
633,22:41,25.76,38.94,974.36
634,12:20,14.89,86.21,966.55
635,18:40,59.24,77.68,974.75
636,19:34,27.43,89.99,919.59
637,11:30,54.15,78.93,975.24
638,20:33,14.44,11.58,924.18
639,22:54,4.23,79.63,968.63
640,15:39,56.51,31.26,1004.13
641,21:07,2.86,2.27,963.72
642,12:40,58.32,84.46,964.08
643,19:55,35.95,78.46,872.5
644,17:13,27.95,76.25,998.75
645,14:07,51.68,63.17,1003.37
646,10:34,19.33,33.8,949.47
647,16:12,12.3,75.03,981.11
648,22:09,17.94,82.48,958.24
649,11:33,26.96,20.8,885.58
650,19:46,49.66,60.47,977.07
651,12:09,55.81,11.59,989.73
652,14:05,16.95,16.6,1005.4
653,14:17,20.35,21.99,940.64
654,17:09,20.66,47.56,937.1
655,22:56,57.19,27.03,963.22
656,22:57,53.75,85.48,964.11
657,20:13,11.93,56.87,920.68
658,20:14,55.28,10.0,985.16
659,12:18,4.38,49.78,884.08
660,17:07,47.87,58.89,952.57
661,11:04,30.65,17.83,996.72
662,15:30,25.58,49.94,879.32
663,18:25,8.01,74.54,946.56
664,11:15,29.71,4.34,1009.68
665,12:16,31.56,96.71,943.96
666,20:22,21.71,84.13,932.85
667,10:12,58.33,55.47,905.14
668,18:25,18.51,61.99,995.85
669,11:47,13.6,45.64,995.31
670,20:21,22.25,85.29,993.15
671,14:01,8.89,85.13,942.22
672,14:43,26.97,30.37,967.83
673,16:39,20.16,80.09,998.33
674,11:27,13.42,69.33,885.01
675,21:35,8.93,97.95,986.85
676,11:14,12.98,44.67,941.14
677,17:52,28.97,27.43,977.36
678,19:55,16.54,31.43,934.24
679,13:15,38.2,35.5,932.35
680,15:10,57.77,46.77,997.5
681,10:25,43.46,80.01,1009.26
682,11:50,48.3,12.53,875.16
683,10:44,52.53,22.1,1005.58
684,17:00,14.44,44.38,944.03
685,12:12,49.5,92.41,927.76
686,10:27,15.64,86.75,1012.13
687,21:19,31.01,16.34,946.66
688,18:13,31.49,34.09,1004.92
689,19:10,39.74,55.37,906.67
690,21:30,23.0,94.0,936.98
691,11:36,49.17,3.02,876.7
692,19:37,20.02,22.64,886.33
693,21:25,50.07,73.38,929.58
694,11:35,35.51,12.69,920.2
695,13:09,45.73,50.26,980.45
696,20:09,7.47,85.52,992.43
697,19:23,54.13,63.34,962.1
698,11:00,16.62,14.31,998.28
699,19:52,39.46,39.26,990.83
700,16:37,7.43,26.29,904.53
701,15:16,38.88,99.38,983.11
702,16:17,40.32,10.92,890.91
703,15:25,14.05,21.89,959.15
704,16:22,14.34,6.7,924.37
705,12:15,34.39,12.58,963.66
706,11:14,5.17,0.26,920.44
707,11:35,12.14,88.86,980.28
708,13:52,2.07,61.29,946.34
709,22:41,46.52,38.81,905.51
710,17:11,14.12,29.93,1005.98
711,10:08,19.44,83.73,994.58
712,19:52,42.78,75.68,1005.0
713,15:21,42.56,32.14,996.7
714,13:44,51.49,77.8,992.28
715,21:50,51.58,48.63,1010.18
716,20:10,55.33,6.07,879.14
717,19:26,23.94,55.84,965.18
718,16:46,26.78,77.45,891.82
719,18:41,37.38,24.35,990.05
720,11:55,23.88,73.07,943.37
721,20:16,20.51,31.78,884.32
722,20:26,23.43,55.87,886.89
723,10:02,12.76,4.11,886.56
724,19:08,10.16,91.79,1002.88
725,12:11,5.62,14.96,906.33
726,22:44,27.85,48.8,894.24
727,13:52,47.57,53.02,927.33
728,10:31,11.6,43.17,976.38
729,22:09,57.17,99.62,951.83
730,19:55,7.59,65.66,964.45
731,12:26,44.43,74.34,985.1
732,19:52,37.97,30.17,927.16
733,18:14,52.38,54.27,924.87
734,22:37,3.35,81.16,914.78
735,18:53,38.9,43.17,963.3
736,12:35,21.0,89.04,912.5
737,17:18,3.39,86.58,953.75
738,22:15,37.11,19.88,898.31
739,16:34,15.12,64.57,980.73
740,18:17,0.33,49.74,977.91
741,20:32,48.23,71.3,998.32
742,21:41,54.33,18.55,1007.71
743,18:29,54.43,17.98,996.43
744,22:14,51.12,25.7,954.71
745,15:03,29.99,89.11,980.22
746,15:03,41.07,87.77,935.49
747,19:37,34.78,12.17,883.82
748,16:46,14.63,8.39,992.42
749,13:00,55.88,3.16,908.23
750,12:58,6.67,4.13,884.58
751,13:38,6.84,99.63,920.25
752,12:18,27.96,41.72,877.78
753,15:06,14.41,83.16,962.47
754,16:37,20.53,87.88,924.27
755,16:13,27.3,67.97,913.78
756,15:39,2.64,89.56,873.2
757,14:40,43.76,13.67,939.34
758,19:01,49.62,39.55,997.55
759,19:34,13.41,54.78,907.51
760,13:28,35.08,40.39,918.21
761,21:32,36.64,95.63,988.1
762,15:06,32.02,92.7,958.36
763,12:24,55.15,77.29,945.79
764,12:19,0.79,24.71,969.87
765,14:26,22.8,60.26,972.12
766,13:30,54.48,4.06,953.09
767,22:32,53.44,75.38,1010.3
768,12:12,10.94,49.04,1002.75
769,13:04,32.33,67.67,914.87
770,16:15,53.65,50.05,876.26
771,16:36,57.95,52.03,934.72
