id,hour,temperature,humidity,pressure
108,18:10,38.95,8.64,870.57
109,17:36,43.81,48.48,913.82
110,11:10,38.81,67.16,873.75
111,12:13,53.24,50.52,878.32
112,19:39,47.99,94.63,965.07
113,18:51,42.09,72.75,990.26
114,17:01,46.7,80.42,966.08
115,20:30,15.84,29.34,916.41
116,14:48,7.2,78.65,944.39
117,12:29,20.89,40.54,939.96
118,11:48,56.55,38.1,904.56
119,20:44,13.53,67.82,903.54
120,21:34,37.32,93.49,905.33
121,10:33,13.43,44.53,887.09
122,15:42,12.76,96.98,958.56
123,12:03,3.95,72.81,950.96
124,14:28,23.79,91.77,915.38
125,21:33,3.59,65.39,899.26
126,20:07,7.89,93.76,876.96
127,22:56,35.45,79.63,965.92
128,21:12,47.29,35.22,996.4
129,15:17,29.3,93.82,878.01
130,17:10,27.26,85.41,965.56
131,19:17,36.36,50.62,985.44
132,10:37,6.97,70.72,970.66
133,19:02,30.55,59.26,971.64
134,15:28,57.52,30.08,948.08
135,20:15,28.36,40.0,907.64
136,10:50,10.39,85.94,895.65
137,19:10,15.26,91.22,954.1
138,10:21,41.43,41.53,902.9
139,12:22,49.24,52.57,965.75
140,15:53,31.96,20.28,972.69
141,20:01,23.93,31.27,961.63
142,20:21,54.99,24.89,969.42
143,15:47,28.26,91.08,999.55
144,13:43,51.49,58.47,963.84
145,21:33,53.22,72.5,881.69
146,21:18,36.74,27.98,973.43
147,11:39,2.84,32.88,939.43
148,18:01,16.9,76.71,957.96
149,10:10,58.25,49.88,924.53
150,16:18,32.61,75.53,930.39
151,18:54,35.31,10.04,919.76
152,17:58,0.94,73.02,943.87
153,16:47,28.08,58.32,917.78
154,14:24,30.48,21.52,985.38
155,14:09,58.67,36.59,937.94
156,10:11,39.13,8.22,912.57
157,10:36,30.94,91.58,872.64
158,19:54,35.73,46.66,891.99
159,12:54,13.38,45.87,895.45
160,10:37,31.38,68.98,915.2
161,10:22,26.05,46.28,949.98
162,10:22,32.89,45.24,914.59
163,20:44,16.41,17.35,935.06
164,11:36,50.96,30.55,1003.43
165,17:28,42.02,93.98,946.21
166,13:29,46.13,38.82,983.42
167,15:24,38.18,57.19,964.18
168,16:57,48.57,99.23,875.16
169,11:13,47.7,40.27,994.14
170,20:14,33.25,58.93,949.36
171,17:16,9.44,61.74,882.0
172,12:05,21.76,24.73,882.32
173,22:22,24.42,55.57,944.17
174,21:24,11.57,21.5,986.22
175,22:24,0.61,82.76,948.76
176,22:34,56.77,9.58,933.99
177,14:58,43.32,58.26,902.94
178,11:06,48.74,44.11,877.2
179,18:28,59.73,54.62,920.77
180,22:03,1.46,61.52,999.27
181,11:07,13.89,17.37,872.04
182,11:20,41.95,5.4,979.63
183,18:53,33.09,78.86,933.24
184,22:09,55.14,21.68,992.75
185,17:45,47.79,7.72,933.44
186,16:46,35.32,35.08,977.62
187,18:26,29.45,33.28,979.34
188,19:04,27.94,67.84,879.43
189,13:49,22.8,32.49,998.42
190,21:49,18.68,81.33,908.73
191,21:25,59.47,12.66,958.17
192,22:57,31.29,66.11,984.64
193,10:08,54.98,70.38,911.56
194,12:39,41.16,38.43,921.43
195,19:08,49.56,53.47,921.96
196,15:40,46.92,14.85,928.12
197,20:25,23.27,28.13,1001.82
198,15:59,8.69,43.77,911.55
199,16:22,13.49,34.11,1001.5
200,22:01,16.21,31.84,898.88
201,18:11,42.31,86.53,891.49
202,21:20,8.96,3.01,1011.32
203,19:26,25.87,15.88,889.77
204,13:05,49.22,69.06,888.83
205,18:14,36.01,60.01,957.13
206,22:44,42.82,15.81,888.34
207,13:20,30.57,45.46,933.82
208,17:06,20.83,90.59,970.23
209,10:44,32.33,98.65,888.42
210,20:41,56.33,94.0,908.11
211,10:41,21.25,87.28,894.85
212,22:20,22.34,76.73,921.07
213,11:17,11.86,83.85,967.5
214,18:31,51.22,82.24,968.37
215,20:29,17.11,48.42,909.6
216,10:29,23.21,37.7,885.8
217,10:35,41.74,81.17,903.39
218,12:48,53.01,54.91,980.31
219,20:59,25.05,54.64,998.13
220,15:13,24.24,62.95,872.29
221,19:22,47.56,33.33,879.23
222,10:38,16.7,3.0,905.55
223,18:08,19.13,90.08,870.74
224,14:41,43.92,63.04,958.17
225,13:40,1.73,22.31,936.82
226,20:44,36.05,4.22,999.89
227,13:11,16.56,73.97,912.58
228,18:43,56.69,19.12,967.12
229,20:48,56.73,36.66,986.83
230,19:36,40.16,36.83,959.89
231,16:54,6.77,51.42,968.87
232,13:57,4.59,46.12,935.19
233,16:31,25.16,94.73,989.37
234,15:23,10.38,37.17,972.0
235,14:36,47.66,97.07,984.85
236,11:15,42.91,58.51,994.3
237,16:24,27.34,40.81,921.78
238,18:39,48.51,62.33,947.37
239,20:02,45.14,25.7,1001.33
240,22:12,33.75,62.76,893.08
241,22:56,21.71,56.18,944.03
242,16:20,53.7,16.93,937.64
243,20:23,3.44,39.6,887.12
244,16:28,50.84,46.23,997.02
245,22:00,58.86,40.97,968.89
246,11:37,14.31,41.97,956.92
247,20:45,38.23,57.57,1006.06
248,11:08,41.34,41.57,983.2
249,20:31,49.42,21.56,940.09
250,20:15,27.42,27.27,883.98
251,21:10,18.37,81.92,1004.64
252,18:26,30.5,72.31,981.9
253,19:34,24.93,38.42,901.43
254,11:29,54.62,89.48,936.59
255,21:41,14.24,50.98,874.52
256,17:27,46.47,3.79,870.9
257,10:32,4.84,13.75,924.47
258,19:03,32.66,95.03,956.02
259,18:21,53.41,61.01,929.78
260,11:50,34.36,83.28,952.37
261,18:00,20.81,18.58,1003.43
262,14:38,21.16,61.61,901.11
263,12:09,41.25,37.32,1008.54
264,11:01,43.23,80.93,952.88
265,22:20,57.15,71.32,1011.97
266,19:56,16.32,59.2,1003.02
267,16:43,3.55,4.25,976.11
268,15:53,14.64,18.41,972.35
269,22:46,4.7,81.57,972.24
270,10:52,25.12,16.83,996.75
271,20:16,0.09,88.28,930.79
272,17:03,5.77,81.64,964.48
273,11:35,23.48,24.6,920.55
274,13:11,1.9,65.71,881.89
275,18:27,8.94,92.15,871.6
276,10:01,41.39,88.75,944.83
277,15:45,16.85,18.83,974.26
278,14:34,31.65,55.82,972.92
279,11:22,34.58,22.32,901.05
280,22:11,57.94,89.61,971.31
281,11:03,1.35,80.91,885.37
282,12:47,10.63,11.83,962.51
283,10:27,58.46,40.39,874.07
284,14:52,20.31,79.74,1002.98
285,14:05,28.61,49.37,989.39
286,22:36,54.97,46.73,898.93
287,15:14,16.51,63.23,893.09
288,15:34,9.45,4.87,991.71
289,12:24,17.65,54.03,1000.91
290,12:26,18.7,64.22,981.34
291,20:00,32.12,23.74,918.73
292,18:48,8.68,76.35,965.92
293,22:26,22.12,61.64,886.56
294,11:16,11.91,33.23,976.1
295,18:06,10.52,54.9,998.71
296,20:30,26.65,4.55,970.38
297,12:45,2.64,0.64,945.01
298,19:22,51.4,68.3,896.05
299,21:35,6.67,99.7,1009.03
300,11:20,55.68,56.61,909.43
301,18:05,33.92,38.6,872.01
302,12:41,1.71,22.72,931.01
303,17:42,2.13,40.34,903.37
304,10:12,32.06,7.44,967.46
305,17:37,23.25,70.74,919.44
306,17:05,59.61,3.55,940.5
307,11:23,54.78,77.05,880.17
308,16:32,41.41,23.45,943.44
309,22:09,34.75,64.2,952.95
310,10:46,9.27,3.94,989.38
311,18:17,37.5,40.32,913.68
312,18:37,16.86,85.21,948.55
313,15:43,3.55,81.25,948.52
314,20:42,17.04,15.82,984.74
315,11:51,48.75,74.72,998.63
316,11:18,9.97,71.0,872.88
317,11:27,57.71,89.24,927.67
318,14:50,44.11,4.0,874.75
319,18:16,43.43,80.41,1007.31
320,21:08,37.46,20.02,892.07
321,16:19,38.35,69.02,967.92
322,22:02,24.6,5.82,979.29
323,17:56,48.99,7.39,918.19
324,13:13,51.57,69.86,895.84
325,16:14,0.04,9.07,933.59
326,19:21,3.68,5.25,917.57
327,20:04,30.41,27.9,994.18
328,13:50,56.42,84.14,994.39
329,19:51,40.62,79.94,942.39
330,10:29,40.7,57.92,870.25
331,10:52,38.02,13.62,883.23
332,12:29,44.05,39.16,980.69
333,18:48,56.7,56.53,994.52
334,12:17,57.79,8.05,944.34
335,17:24,16.4,3.7,941.68
336,12:03,23.14,14.76,977.35
337,17:32,10.63,69.42,961.74
338,13:26,8.81,58.44,959.69
339,17:58,29.31,49.99,901.46
340,18:12,59.66,56.01,1007.32
341,19:10,17.64,46.89,1009.97
342,16:02,32.41,18.54,883.43
343,22:37,56.36,62.74,926.1
344,17:44,54.85,9.88,889.09
345,18:24,37.85,46.75,948.42
346,12:22,5.1,32.99,921.99
347,22:12,28.8,57.17,930.1
348,15:21,25.41,39.47,961.38
349,21:27,38.38,39.92,959.78
350,22:45,31.62,90.75,906.89
351,21:46,2.84,71.91,898.5
352,17:55,41.67,95.71,908.71
353,16:46,3.03,30.33,929.4
354,14:19,34.62,53.6,1000.44
355,12:25,25.49,85.76,902.27
356,22:36,48.08,2.72,997.5
357,15:27,14.49,58.47,957.75
358,11:19,6.38,15.07,895.59
359,21:59,14.81,24.94,980.4
360,10:47,48.29,83.83,909.39
361,15:11,47.51,49.45,1002.84
362,13:08,10.52,14.14,900.03
363,22:28,48.83,34.08,884.48
364,22:05,0.78,5.48,997.31
365,22:57,48.76,30.03,1008.42
366,22:55,13.93,97.22,871.72
367,15:02,20.93,25.0,921.91
368,12:00,52.83,17.93,904.35
369,16:14,28.88,5.69,910.67
370,14:51,1.23,93.61,916.17
371,19:22,27.61,13.82,913.79
372,17:05,44.72,19.74,888.48
373,17:22,19.95,72.63,919.86
374,11:21,33.98,64.06,980.83
375,16:10,26.6,2.49,894.32
376,16:46,59.27,36.62,975.65
377,20:05,25.01,70.21,992.85
378,13:42,49.61,35.46,921.27
379,14:23,51.57,90.78,941.76
380,15:52,54.25,44.0,919.43
381,14:29,44.21,76.01,895.02
382,14:25,2.62,71.42,882.38
383,10:40,8.78,1.34,964.56
384,14:34,47.23,57.84,950.87
385,11:52,7.54,91.71,1010.46
386,17:45,32.96,40.24,974.12
387,14:22,57.44,51.17,936.65
388,11:13,39.01,78.39,896.0
389,11:40,31.42,73.56,956.82
390,16:20,30.24,1.51,895.02
391,22:34,10.07,59.84,893.81
392,20:45,35.95,6.69,961.74
393,17:28,22.24,71.48,934.07
394,17:51,30.44,34.06,902.81
395,15:02,27.21,7.97,890.48
396,10:26,43.55,92.5,944.71
397,12:13,1.1,31.86,928.96
398,13:57,26.63,67.76,927.41
399,11:16,48.48,42.62,992.9
400,14:53,8.57,62.86,884.66
401,17:45,6.35,81.13,879.89
402,12:45,13.55,28.61,871.07
403,10:51,44.8,17.95,989.16
404,19:08,44.45,85.08,879.34
405,15:22,11.6,42.06,1005.7
406,15:28,3.0,5.43,903.53
407,13:41,14.67,83.24,977.72
408,10:07,7.08,73.84,875.65
409,21:14,13.16,20.27,875.34
410,18:59,28.86,86.87,1008.38
411,19:00,44.63,57.6,981.32
412,20:54,31.99,45.38,997.79
413,22:19,24.84,27.22,988.4
414,17:54,48.77,98.89,966.42
415,10:08,11.59,31.84,877.41
416,13:33,55.09,11.21,975.49
417,22:25,27.36,57.78,899.87
418,12:54,29.35,68.85,980.6
419,12:25,18.43,91.21,930.74
420,21:32,2.62,15.53,925.96
421,14:23,21.67,32.42,923.01
422,18:56,23.41,46.04,974.74
423,19:09,45.69,48.68,938.8
424,13:05,30.14,81.15,928.37
425,22:59,30.21,9.39,957.95
426,19:19,58.08,79.08,932.44
427,22:08,36.46,53.44,882.19
428,14:18,28.82,9.62,957.6
429,12:12,19.51,81.87,927.68
430,18:01,46.41,44.37,989.78
431,22:47,2.98,40.5,1012.04
432,17:18,38.75,12.12,892.53
433,14:24,17.17,66.26,883.83
434,12:24,14.53,14.31,926.75
435,13:16,38.09,40.22,906.12
436,16:21,49.13,30.06,949.94
437,13:13,55.3,79.07,964.45
438,21:22,13.98,60.01,928.25
439,18:51,28.34,25.07,949.58
440,13:01,5.01,75.41,931.14
441,17:54,20.43,9.31,999.32
442,10:33,42.29,35.84,997.9
443,14:50,34.51,85.92,939.78
444,20:18,11.86,77.91,997.18
445,21:08,32.85,52.14,902.97
446,18:24,21.16,37.57,884.87
447,13:51,31.32,71.41,982.07
448,15:36,57.23,46.86,1004.19
449,20:19,15.39,7.85,948.37
450,16:45,34.97,44.61,888.09
451,14:12,45.93,44.7,874.93
452,18:25,0.95,11.96,958.91
453,11:29,31.76,60.43,978.37
454,11:44,40.3,40.41,980.58
455,17:57,6.09,32.58,882.07
456,14:13,9.04,75.02,971.19
457,17:59,32.86,66.64,920.34
458,17:40,19.29,71.1,915.14
459,17:57,44.12,8.5,888.35
460,17:29,25.77,63.62,892.99
461,11:10,10.59,11.96,1006.87
462,22:22,9.44,59.41,894.88
463,13:04,23.39,84.03,1004.6
464,13:18,51.81,52.86,915.01
465,10:10,7.54,78.36,900.03
466,16:10,35.88,13.09,972.22
467,15:00,25.65,1.13,982.3
468,15:24,53.43,98.05,964.92
469,15:41,57.52,45.92,881.86
470,18:21,38.01,3.66,883.77
471,16:56,28.55,91.29,895.53
472,11:03,0.16,7.75,939.9
473,11:19,0.13,66.87,886.02
474,15:37,1.4,84.21,959.76
475,15:42,35.55,52.75,894.82
476,18:18,35.4,30.69,1009.98
477,22:53,28.4,70.95,963.82
478,17:41,51.72,94.25,907.58
479,16:16,47.51,15.4,991.54
480,22:07,35.48,49.11,962.53
481,14:33,37.43,52.53,966.54
482,20:49,55.73,35.87,961.13
483,16:54,37.58,72.67,989.94
484,16:17,32.68,71.47,921.03
485,16:32,30.31,48.92,962.7
486,11:52,34.04,43.13,917.75
487,15:05,42.67,74.08,926.76
488,16:27,1.4,90.48,872.45
489,20:53,10.14,86.77,900.22
490,13:51,8.44,47.29,920.92
491,13:37,44.27,55.94,947.22
492,17:39,26.37,4.83,962.26
493,13:14,25.51,81.23,964.67
494,11:02,6.97,0.44,923.56
495,10:36,7.34,76.84,879.36
496,11:34,18.57,91.98,937.69
497,21:13,7.23,51.67,879.64
498,15:36,18.82,32.1,983.05
499,21:13,11.71,32.96,990.14
500,20:24,49.04,43.58,959.12
501,10:31,36.63,67.39,911.25
502,16:07,54.44,22.84,897.26
503,22:29,52.71,97.2,896.83
504,12:01,31.16,87.73,1004.23
505,20:30,54.55,12.81,947.64
506,13:02,16.45,8.06,920.25
507,18:37,6.28,16.42,964.62
508,16:25,17.32,18.48,919.08
509,11:13,36.66,84.28,988.5
510,22:36,49.0,45.67,1008.89
511,22:35,24.47,74.47,915.3
512,16:00,41.77,92.95,978.44
513,11:01,22.2,76.21,952.41
514,12:29,58.71,95.82,963.27
515,15:21,39.19,77.36,957.11
516,18:24,55.02,52.6,943.54
517,17:21,29.25,46.8,910.55
518,16:07,52.15,73.57,1001.94
519,12:43,2.8,33.76,969.19
520,20:54,52.29,12.85,971.38
521,15:45,16.9,4.07,964.22
522,16:03,26.15,15.0,1009.45
523,18:52,11.26,36.65,929.56
524,10:55,17.37,75.3,943.42
525,22:28,55.7,94.71,910.36
526,11:13,53.29,88.65,932.93
527,17:53,13.09,60.0,972.7
528,16:17,46.59,53.6,914.89
529,20:46,56.12,12.0,912.91
530,12:27,40.79,14.45,873.63
531,21:37,2.62,26.1,1000.78
532,20:15,57.78,62.01,881.34
533,14:17,43.06,32.2,976.47
534,17:49,39.96,54.16,979.49
535,18:48,51.23,47.65,929.53
536,12:54,13.71,82.94,898.15
537,21:59,4.22,86.46,879.74
538,16:51,56.85,16.51,1012.75
539,18:29,3.1,35.69,936.54
540,12:56,44.99,17.29,947.3
541,13:16,59.79,63.5,898.37
542,18:18,52.06,44.09,994.23
543,18:34,29.32,74.11,885.65
544,22:35,31.88,19.24,1007.28
545,17:59,38.71,50.41,931.45
546,22:54,10.84,12.93,969.02
547,20:54,56.34,53.34,990.83
548,10:57,54.0,4.72,932.88
549,10:19,37.65,38.16,880.78
550,10:56,24.75,46.26,880.65
551,18:01,10.46,80.41,946.13
552,18:36,34.63,19.05,870.09
553,10:48,52.58,93.44,874.33
554,20:21,2.6,23.24,923.75
555,22:05,26.0,4.56,999.99
556,10:43,9.05,57.92,903.86
557,12:34,29.4,87.64,994.59
558,22:45,6.18,88.04,989.31
559,19:41,51.37,88.59,970.46
560,20:15,44.47,13.45,904.29
561,13:06,50.24,26.89,961.21
562,14:42,54.62,26.45,954.82
563,19:54,20.0,12.57,886.66
564,15:19,16.74,58.88,1010.96
565,20:38,36.24,56.38,1003.73
566,11:46,1.33,42.94,948.02
567,19:13,41.84,26.47,951.34
568,16:05,31.13,97.89,1011.8
569,19:58,23.5,17.55,971.19
570,12:15,30.78,1.28,997.18
571,15:14,27.73,97.12,914.35
572,20:01,34.08,96.54,951.93
573,16:35,47.06,4.87,944.34
574,18:13,6.35,82.87,979.46
575,16:51,25.03,56.64,984.49
576,16:35,5.78,56.77,871.34
577,16:22,20.96,12.96,957.86
578,15:10,48.32,47.84,978.98
579,14:48,10.86,28.25,1006.95
580,12:46,7.47,1.19,874.43
581,22:16,31.56,16.65,922.22
582,19:35,41.95,32.88,988.57
583,12:41,56.45,68.24,918.17
584,22:05,31.78,47.95,998.17
585,18:07,32.83,92.4,971.97
586,22:09,13.88,91.88,941.09
587,10:59,46.24,75.01,982.53
588,10:09,37.33,17.56,870.53
589,11:20,25.3,17.64,880.84
590,21:21,26.73,34.42,888.54
591,10:21,37.81,0.61,1007.2
592,11:33,52.94,54.84,960.01
593,10:08,24.09,39.43,941.77
594,19:39,41.29,52.1,946.83
595,15:23,43.8,23.93,994.64
596,16:32,43.59,5.99,969.49
597,11:38,39.94,81.62,946.92
598,13:12,58.0,23.34,953.48
599,14:28,17.49,71.47,922.96
600,14:30,6.45,22.9,972.32
601,17:08,9.79,45.0,927.25
602,20:34,58.91,19.35,931.32
603,16:15,6.01,64.22,993.32
604,14:13,43.64,51.24,906.78
605,14:36,12.98,86.46,931.23
606,15:32,40.19,48.64,918.4
607,11:50,5.91,25.95,933.57
608,11:30,30.37,57.23,1000.9
609,20:12,20.05,22.69,938.03
610,16:28,6.33,2.05,999.48
611,10:10,57.27,80.0,895.48
612,14:47,37.01,18.11,982.07
613,16:36,37.2,68.67,915.8
614,11:28,40.16,66.87,947.71
615,20:25,27.05,29.33,875.56
616,16:47,23.63,87.66,981.21
617,21:33,48.02,15.64,990.08
618,20:15,59.46,26.04,913.54
619,10:08,10.26,99.53,924.91
620,17:34,57.76,24.05,1004.46
621,17:43,11.22,57.13,881.71
622,15:30,40.3,18.58,916.26
623,11:48,55.15,68.82,910.08
624,17:52,9.23,94.82,946.74
625,17:23,56.16,69.55,882.18
626,10:31,29.57,26.65,917.55
627,20:10,28.05,14.69,884.19
628,20:39,41.23,0.72,985.02
629,20:25,40.34,11.47,960.58
630,15:29,52.84,14.67,910.56
631,11:28,21.82,5.18,898.68
632,17:33,30.19,44.7,999.24
633,10:50,3.69,51.82,995.42
634,22:33,36.81,86.6,895.95
635,15:30,33.88,30.44,948.17
636,22:25,5.98,67.13,978.52
637,19:21,1.22,27.73,969.55
638,17:02,44.2,17.43,1001.23
639,13:46,36.47,30.3,927.45
640,12:20,27.73,32.41,967.51
641,17:46,24.46,58.09,878.63
642,14:01,22.12,38.48,940.68
643,13:58,51.86,17.54,969.59
644,18:58,9.03,52.21,985.92
645,19:14,42.07,93.49,910.82
646,11:19,29.08,17.78,918.67
647,18:35,55.01,37.17,1002.97
648,19:53,58.14,96.57,990.24
649,10:10,46.81,46.32,999.64
650,12:35,26.13,16.34,959.39
651,21:21,15.78,78.49,885.3
652,19:57,59.06,38.88,1009.1
653,19:47,8.45,47.65,978.68
654,12:51,16.21,56.26,891.75
655,22:42,26.09,13.62,948.21
656,15:42,18.28,83.35,881.84
657,21:37,0.9,45.95,883.87
658,17:44,27.86,69.98,894.52
659,13:59,6.2,13.99,907.95
660,18:39,16.31,66.84,973.16
661,16:20,56.7,71.14,954.7
662,15:58,29.4,44.65,927.17
663,11:24,45.89,24.1,920.3
664,21:15,6.32,57.2,962.23
665,14:59,7.49,33.71,1006.39
666,14:48,2.2,98.25,985.92
667,19:57,46.91,14.52,872.55
668,12:44,2.3,34.06,988.8
669,22:48,22.43,81.65,979.27
670,12:35,27.74,71.6,903.89
671,22:46,39.99,68.16,964.95
672,21:04,10.82,82.29,988.5
673,12:21,29.54,76.1,991.48
674,19:38,20.99,27.11,978.13
675,22:58,27.12,5.19,925.56
676,20:40,56.93,70.91,909.95
677,19:28,2.92,28.08,955.87
678,14:34,1.89,11.04,953.57
679,20:03,58.38,73.67,900.73
680,16:48,43.24,5.0,878.83
681,16:39,19.88,84.19,929.54
682,10:11,20.3,56.47,890.47
683,16:01,50.63,82.87,985.11
684,19:41,3.91,50.48,973.4
685,12:44,20.94,26.62,975.08
686,14:06,17.07,20.47,955.73
687,13:57,25.28,32.52,955.02
688,20:41,1.27,47.22,893.68
689,18:08,31.59,34.92,933.1
690,10:53,41.08,97.96,997.28
691,12:13,51.13,28.73,875.47
692,22:29,5.12,32.76,958.35
693,15:57,47.91,14.92,938.07
694,11:19,43.08,10.85,901.15
695,19:59,50.45,7.04,872.71
696,16:01,26.63,13.24,997.95
697,10:22,8.53,4.87,873.78
698,13:07,19.92,55.67,944.09
699,15:50,9.89,89.79,957.39
700,12:29,51.65,20.43,953.51
701,17:14,58.54,66.32,940.2
702,15:25,18.62,29.98,944.24
703,16:03,36.89,96.64,972.62
704,22:13,0.99,7.8,971.92
705,11:00,28.06,6.12,887.65
706,10:34,38.82,2.5,973.39
707,21:44,31.45,62.0,967.44
708,12:06,2.21,73.93,923.05
709,12:57,38.99,73.16,884.29
710,17:04,27.64,48.35,911.59
711,14:07,14.46,39.7,913.84
712,20:29,0.11,38.66,956.21
713,15:07,17.94,33.43,922.09
714,19:32,48.67,0.39,935.77
715,20:45,26.15,68.37,969.34
716,12:32,31.5,87.41,965.4
717,11:07,27.81,68.37,1005.78
718,19:12,30.42,56.34,1000.06
719,13:50,53.16,30.61,919.85
720,21:45,50.23,55.77,990.17
721,17:00,39.0,55.94,927.18
722,18:35,59.01,47.75,1003.85
723,14:52,4.64,83.11,912.18
724,12:50,54.83,33.88,977.73
725,20:22,23.66,93.2,944.79
726,19:17,43.59,19.24,901.48
727,14:12,55.71,89.0,892.08
728,22:00,19.49,89.44,990.8
729,22:58,7.29,63.27,878.14
730,17:08,57.33,57.06,889.09
731,11:24,35.06,21.79,919.38
732,20:18,14.28,29.04,937.47
733,12:07,55.43,17.98,873.41
734,18:41,8.39,25.18,937.19
735,13:30,15.54,14.05,952.26
736,20:39,32.82,83.2,881.45
737,20:41,56.95,56.61,874.43
738,14:34,16.05,42.75,1011.22
739,13:23,1.93,3.21,928.89
740,22:25,47.51,73.86,918.51
741,21:58,58.64,18.61,948.43
742,12:33,1.78,92.0,941.04
743,19:37,45.22,87.43,985.84
744,10:12,25.51,91.23,992.65
745,16:44,16.06,53.9,1006.33
746,20:54,55.04,23.89,964.5
747,11:32,16.88,0.59,948.59
748,16:34,23.04,30.84,896.39
749,21:21,33.39,38.88,968.97
750,14:44,22.01,35.25,999.57
751,10:30,52.65,97.25,925.61
752,17:14,4.51,50.15,941.57
753,20:41,34.79,73.58,945.39
754,18:55,13.21,11.14,1008.41
755,13:04,25.94,73.95,992.06
756,18:50,24.4,84.44,889.86
757,17:18,1.32,23.09,1006.47
758,10:12,37.86,84.52,908.01
759,10:54,14.4,26.88,932.6
760,20:59,59.19,70.44,926.07
761,18:04,1.75,31.8,916.95
762,16:32,40.04,2.21,936.22
763,14:57,48.99,59.86,923.37
764,14:12,30.03,49.1,926.88
765,21:54,34.35,85.55,941.26
766,12:20,43.75,45.24,975.54
767,20:07,22.05,81.1,977.43
768,16:27,6.98,99.62,993.4
769,14:25,52.83,32.21,965.58
770,11:03,12.09,59.83,906.42
771,16:14,50.81,39.38,915.48
772,16:36,15.34,67.58,948.94
